userName,score,at,content
Junianto Junianto,1,04/13/2023 08:16:00,"Mobil pribadi premium bandara dah keren tapi ada stiker belakang mobil yg merusak estetika mobil. Tidak semua premium bandara mobil perusahaan, terutama d Medan. Bijak lah buat kebijakan."
Syakina Yesi,2,04/13/2023 07:04:00,"Knpa grabfood saya tidak bs order makanan?? Slalu informasi nya ditolak pkai metode lain, sedangkan di hp lain bisa order."
Nisfi Nurisnaini,5,04/13/2023 05:25:00,"sangat membantu, perjalanan"
Yoga 221188,1,04/13/2023 04:18:00,"Sangat tidak membantu, saat hujan tidak satupun dapat driver buat antar makanan.. Padahal customer sangat perlu di saat hujan2 supaya tidak keluar rumah.."
sonny raharjagunawan,5,04/13/2023 03:35:00,Tolong diperbaiki layanan same day. Saya ada pelanggan online shop menggunakan layanan same day. Sampai sekarang paket saya tidak di pick up oleh driver
ting charles,1,04/13/2023 02:16:00,kenapa gak bisa seting bahasa indonesia klo bahasa ingris banyak yg gak gerti ini indonesia bukan singapore lokasi aja gak akurat
Darmawan Prasetyanto,5,04/13/2023 01:34:00,"mohon penumpang selalu d tawarkan menggunakan helm,semoga pelayanannya lebih baik lagi"
Shandra Amalia,1,04/13/2023 00:55:00,"Order ga bisa,, update ga bisa, dicoba hapus terus mau di download ulang, malah makin g bs di download.. maunya apa ... aplikasi grab makin kesini makin kesana .."
Nur Nisa,5,04/13/2023 00:51:00,sangat mempermudah perjalanan dan kebutuhan
Septi Mulyanti,5,04/12/2023 22:18:00,cepat datangnya top pokoknya
ROCKY GAMING OFFICIAL,1,04/12/2023 18:16:00,verifikasi saat mau order susah tolong di perbaiki
Yasmin Al Meera,1,04/12/2023 18:14:00,"ngga rekomended sama sekali pesen buat makan sahur,nasinya Bauk. ayamnya mentahðŸ˜ª"
Sayuti Sayuti,5,04/12/2023 18:03:00,"sangat puas, semoga lebih berkembang lagi,"
yosefin -,5,04/12/2023 16:21:00,"Instal aplikasi grab terbaru sdh 100% install kok msh ga bs ya ada apa ya? Kok malah sulit sih grab. Malah ada tulisan ""Tdk dpt menginstall aplikasi grab taxi dan food"" lalu disuruh coba lg. Capek dech... grab grab mau brp kali sy installx pindah lain sj klo model bgni d buat sulit sj."
Muhamad Najwan,1,04/12/2023 14:46:00,Kenapa saya pesan 1 pesanan tapi malah 2 grab/ 2 pesanan yang datang
Karmila Wati,5,04/12/2023 14:40:00,"terimakasih,, pengiriman nya cepat selesai"
Rahmaarfania,5,04/12/2023 14:34:00,"keren bgt, thanks ya pelayanan nya sangat menjamin keselamatan penumpang, ganbatte buat para driverâœ¨"
Olshop Aidah kosmetik Malikatin,5,04/12/2023 13:07:00,"senang,nyaman drivernya gak banyak bicara tp sopan"
Annisa Deliana Zulkarnaen,1,04/12/2023 12:54:00,Kecewa gak bisa digunakn aplikasinya. Bagus di tutup
the logok,1,04/12/2023 12:18:00,"Aneh, skarang pengantaran gofood 1 driver paralel 3/ lebih pesanan, makanan gw sampek drumah jadi dingin,mana basah pulak,jaraknya cuma 1 km ,gara2 driver nganter ketempat lain dlu jadi 1,5 jam gw nunggu,..ga jelas mksdtnya apa coba"
Ricky dimas,1,04/12/2023 12:05:00,"Saya butuh cepet tapi malah suru verifikasi wajah kalau mau pesen grab,tapi udh ngikutin panduan tetep ga bisa, bikin aplikasi yang bener dong, kebanyakan update malah tambah tolol aplikasi ini"
Esty Hayyustiara,5,04/12/2023 11:12:00,"Pelayanan selalu tepat waktu, kalaupun terlambat selalu ada konfirmasiðŸ‘?ðŸ‘?"
Deddy Tarmono,1,04/12/2023 10:52:00,"Saya order grab food di pempek Gaby, saya hub grab untuk edit pesanan Krn saya yg salah, respon grab nya lama amat shg sudah dpt drivernya. Kesel lihat respon cs grab nya. Akhirnya order grab food tdk bisa di edit dehh....jelek amat sihh grab pelayanannya"
Ghatfan maulidan rei,5,04/12/2023 10:51:00,"pelayanan supirnya baik,santun& sabar ðŸ‘?"
Dede Meri,1,04/12/2023 09:57:00,"kurirnya lambat, aplikasi payah customer service gak bisa."
Lindawati Anugrah,2,04/12/2023 09:54:00,Edisi terbaru malah ribet input datanya. Suka keganti sendiri alamat penjemputannya. Bolak balik ngisinya kudu diteliti berkali2. Pusing.. Tolong diperbaiki
Ririz arif,1,04/12/2023 09:50:00,"awalnya harga normal,tapi pas hujan dikit auto mendadak mahal,kalau gini terus rugi banget,mending pakek becak sekalian,padahal deket banget tapi harganya 17rb itupun lokasi dari tempat kerja ke rumah cuma 7 menit sama ngelewatin 1x lampu merah. Ga worth it"
16_Alvin Zacky,1,04/12/2023 09:49:00,aering ngebug kalo mau liat menu resto kadang ga muncul apa2 cuma layar putih doang udah keluar masuk aplikasi sama aja pindah aja dah ke app sebelah
kia azkia,2,04/12/2023 09:20:00,Opsi batalkan pesanan loading terus padahal driver juga yg minta cancel. Yakali driver udah 30 menit masih harus ditunggu
Sokheh Ahmad,4,04/12/2023 09:13:00,Menu di aplikasi grab punya saya ga ada pilihan untuk pesan mobil ataupun makanan.iki piye
linda ayu novyanti,2,04/12/2023 08:31:00,Mohon bantuannya tidak bisa menggunakan pembayaran non tunai menggunakan linkaja
Kar Yudi,5,04/12/2023 07:49:00,yg pasti perjalan nyaman terkendali mpe tujuan..pokoe wokeh...grab..
Andri Gunawan,3,04/12/2023 07:24:00,"Buat ""opsi pilihan"" agar warung bisa membatalkan pesanan jika tidak bisa menyediakan menu yang dipesan oleh pelanggan"
Hamami Hamami,1,04/12/2023 06:32:00,Kok verifikasinya ga keterima trs padahal pake akun lama + udh ngikutin semua
Xiaohenxio Buxiutoxioaot,1,04/12/2023 06:05:00,Kacau verifikasi wajah gajelas sinyal bagus semua bagus emang aplikasi kacau
Heru Karyanto,2,04/12/2023 05:15:00,"Mohon dikasih fitur untuk ojek yg belum selesai udah bisa kasih rating pengemudi, tiba tiba dicancel ama kang ojeknya loh, udah nunggu hampir 10 menit lagi, kan keterlaluan bgt itu, kalau gk mau ya jgn diterima"
Wayan Weka,5,04/12/2023 04:50:00,"dalam kondisi tertentu sangat bagus sekali ada app ini, tidak merepotkan orang"
Wahyu Widodo,1,04/12/2023 04:45:00,"pada promo grab car hemat, driver banyak yg menolak orderan, klo memang sekiranya keberatan dengan promo, lebih baik tidak ada promo, rugi waktu menunggu dan di tolak driver."
Ales Rodiana Rodiana,5,04/12/2023 03:16:00,Terima kasih buat grab karena sangat membantu sekali.
bunga trotoarID,5,04/12/2023 02:38:00,Semakin maju performa & profesional nya...
Evi Safitri,5,04/12/2023 00:05:00,"Bagus tepat waktu, ramah"
Ahmad Zakaria,1,04/11/2023 20:40:00,"apa2an gk bisa pesan taxi,masa yang muncul cuman pembayaran asuransi wkwkwk,baru jg daftar sudah di suruh bayar aja wkwk"
Muhamad Amin,5,04/11/2023 20:31:00,Bagus memudah kan perjalanan oke deh....!
eko sudarsono,5,04/11/2023 16:55:00,Saya narik pas hujan bawa penumpang trus ngeblas ada orderan lagi masuk trus dibatalkan penumpang dan kasih bintang satu karena motor saya XL akun saya jadi susah saya onbid jam setengah lima subuh sampai jam lima sore cuma dapet 3 orderan gimana cara ngatasinnya terima kasih grab ditunggu jawabannya
ngawulo gusti,1,04/11/2023 14:47:00,"Aplikasi makin sulit digunakan, lebih mudah yg lama"
Tomi Darmanto,1,04/11/2023 14:30:00,Udh g ada disc lg.. Saatnya beralih ke kuning aj
DhaMaMy Kids,5,04/11/2023 12:30:00,selalu jadi andalan aku... makasih grab.. terus berkembang dan makin sukses ya .
Winda Yanti,5,04/11/2023 12:05:00,grab sangat membantu untuk kebutuhan sya
Putri Utami,5,04/11/2023 11:51:00,"min daerah saya rame kuliner dan yg kulineran juga banyak tapi minus gada grab,tolong pertimbangan nya buka cabang di mesuji lampung"
Dewi Kuuu,5,04/11/2023 11:42:00,"banyak promo Dan pengiriman selalu cepat jadi merasa terbantu, gak perlu susah2 antri beliðŸ˜?"
Bayu Ramadhan,1,04/11/2023 11:33:00,"reward banyak, ga ada satupun yang bisa dipakai..."
indah Sapitri,1,04/11/2023 11:30:00,"grab makin kesini, makin menurun kualitas driverny. sering kali pelayanan yg buruk. sy sebenarnya tdk mau memberikan bintang 1 seperti ini. tp sy lebih tdk tega jika driver tsb harus sy kasi bintang 1. pengalaman sy saat naik grab buru2 dan sy ingin memakai helm, driverny malah ngomong ""gausahlah ya, kan buru2"" dengan nada ketus. lalu waktu sy pesen gfood jg, walau sy sudah beri tahu titik nya dimana dgn deskripsi lainny, drivernya malah bilang ""saya teh nyari2."" dengan nada mengeluh."
Rahma Hakim,5,04/11/2023 10:40:00,"sangat membantu sekali,dan bermanfaat kalau pas lagi butuh banget,dan pas gk ada ojek."
w s,5,04/11/2023 10:39:00,"Mobil bersih dan rapi, terimakasih"
Kholid Budhaeri,4,04/11/2023 10:37:00,praktis dan simple
Kang Bima,5,04/11/2023 10:23:00,Sangat puas dan sangat membantu trimaksiðŸ™?ðŸ™?ðŸ™?ðŸ˜˜ðŸ˜˜ðŸ˜˜GrabðŸ˜˜ðŸ˜˜ðŸ˜˜
Yudi Ilham,3,04/11/2023 10:00:00,klo malam sudh jam 9 malam susah nya dapat grab mobil sampe 20 kali ga ada yang nyantol
gea Sugiarto,5,04/11/2023 09:28:00,rasanya mantap.......enak tidak membosankan bikin gobyos..... terimakasih
Matahari Bersinar,5,04/11/2023 07:24:00,driver baik dan ramah sekali
Yunita Zzz,1,04/11/2023 06:42:00,"aplikasiny slalu minta upgrade trs, memori hp gk cukup"
Ahmad mughits,5,04/11/2023 06:31:00,"terima kasih sudah mengantar ke tujuan dengan aman,nyaman serta selamat"
Ni Luh Enawati,5,04/11/2023 05:56:00,pelayanannya cepat ramah murah
Chacha F,3,04/11/2023 05:25:00,sebenarnya lebih murah dan banyak promo..tetapi pernah dapat driver yg curang...padahal saya dapat promo naik grabcar..tapi pas waktu bayar tunai kok di aplikasi drivernya gak ada potongan..tp di hp saya (customer) ada...makanya knp wktu itu Sy pilih grab... apakah aplikasi grabcar di drivernya bisa disetting driver sendiri atau bgmn??? tolong sistem ditingkatkan..dan driver yg curang seharusnya bsa terlihat
Andri Jarefsi,5,04/11/2023 05:10:00,pesanan enak dan kurir ramah
Jefry Derek,1,04/11/2023 05:07:00,"Udh bertahun tahun pake grab, bbrpa kali kecewa its oke gk mslh, tpi ini terulang lagi, sy pesan makanan, alamatnya sudh bener, nama Hotel. Tapi tidak di kirim ke hotel, barang di terima org tak.dikenal, jelas jelas sy konfirm, titip ke Cs hotel saja, asal terburu buru drivernya, yg parahnya lagi Team Grab nya tdk cepat menyelesaikan mslh ini. jadi hari ini sy beralih ke Gojek saja... Thx"
Mba Cinda Meysha,5,04/11/2023 04:29:00,ini baru pertama X aq pake Aplikasi Grab..smga Aplikasinya ga selalu minta update..kyak Aplikasi Ojol lainnya ..biar betah pake pelayanan Grab ya
abdul rohman,5,04/11/2023 03:37:00,makasih sudah membantu mempermudah bepergian
Gaspar Luandjaja,5,04/11/2023 03:27:00,Semakin cepat dan bagus
Anta,5,04/11/2023 01:51:00,Titik lokasi hari ini bener bener kacau pesanan nyasar jauh dari titik lokasi
mr eleven,1,04/11/2023 00:32:00,"Setelah update terbaru per tanggal 11 april ini, histori perjalanan yg biasanya tinggal pilih dan tidak harus menentukan titik tiba2 hilang semua. Aneh grab ini, disanjung2 aplikasi ojol terbaik malah bikin blunder seperti ini"
Stephen Suwanto,5,04/10/2023 17:29:00,"Sangat bagus aplikasi grab. Tapi hanya pengguna baru yang ada promo, pengguna lama tidak ada promo"
Calon Jenazah,3,04/10/2023 15:56:00,Lebih murah dari gojek tapi aplikasi terlalu ribet di gunakan gk simple bintang 3 cukup lah.
Annisa 0921,2,04/10/2023 14:12:00,"Update Mulu setiap mau di pake ,,, bikin lama"
Abdillah Farchi,1,04/10/2023 14:08:00,Knp baru pembaruan kok malah sering ngebag ya kak Kaya gak bisa masuk mau pilih toko atau pesan.. Layar langsung putih gak ada jalan
Eka Purwati,5,04/10/2023 13:17:00,"sangat puas dan tidak mengecewakan, is the best pokok eðŸ‘?"
Hana Azzahra Usbah,1,04/10/2023 12:41:00,"Males bgt driver grab udah sering bgt ya allah dapet yang ga enak, kemarin saya di bentak2 di depan idm sama drivernya, gara2 nge cancel karena lama, soalnya saya buru2 bgt. Maaf yaa bukannya setiap pekerjaan itu masing masing ada resikonya kalo gamau punya resiko dalam bekerja plis tidur aja. Tolong dalam menyeleksi driver harus diliat juga kejiwaannya yah hhh. Otw uninstall GRAB takut wkwk"
Erwin Saputra,1,04/10/2023 12:30:00,Gak bisa pesan tunai
Vio Vi,3,04/10/2023 11:40:00,"Semua sudah bagus, tapi knapa ovo point saya tidak bisa ditukar dengan voucher yg tersedia di app grab sedangkan di akun teman saya bisa ditikarkan di mau melaporkan masalahanya tidak ada tempatnya"
Yulia Lusiana,5,04/10/2023 10:23:00,"pengemudinya ramah, baik"
Nurjanah janah,5,04/10/2023 10:19:00,"kurir nya ramah pesanan sampai depan rumah,"
Henry Silalahi,5,04/10/2023 10:06:00,taktis dan efektif style driver nya
XmossX,1,04/10/2023 10:02:00,Hadoooh susah bgt cancel pesanan truss gabisa chat resto kalo mau ubah pesanan
rahmat khair achmad,5,04/10/2023 09:11:00,sangat membantu dengan proses yg mudah n waktu yg relatif cepat
Gandhes Gendhuk,5,04/10/2023 08:48:00,"Alhamdulillah sampai hari ini, 10 april 2023 menggunakan jasa grab memuaskan, bagus & aman,"
Nayyara Cleonefa,1,04/10/2023 08:34:00,Paketan sdh sampai tp gak tau sampainya kemana. Tdk bisa melihat no telvon kurir krna sdh di selesaikan sm pihak kurir
Ai kurniasih,5,04/10/2023 08:11:00,cepat ada diskon lagi pake link trms grab sering2 ksh diskonnyaðŸ‘?ðŸ™?
Yudi Heryanto,1,04/10/2023 07:20:00,"C-3 Grab kapan bisa dipakai Order Jauh, saya di Jakarta bisa order buat anak kesayangan dikuningan Jawa Barat, tolong dipikirkan ""Apapun masalahnya tetap grab holding mah minta maaf atas ketidak nyamanannya"" abis itu masalahmah tetap aja berlanjut"
Nyitzz Nyitzz,3,04/10/2023 06:24:00,Sudah di update yang terbaru tp masih tetep sering keluar white screennya..udah coba di close dan masuk lagi tp tetep aja..sering banget ada white screennya
Just My Story,1,04/10/2023 05:41:00,"Aplikasi jelek,, whitenscreen mulu"
afif bandriyo,1,04/10/2023 05:36:00,"masa saldo ovo saya sering ke potong PT solusi transportasi indonesia tanpa persetujuan atau pemberitahuan,, parah banget nominalnya klo dijumlahin wow banget udah hampir 1 tahun baru ketahuan hari ini, saya sudah apus aplikasi ini, jika masih terpotong saya siap datangi kantornya"
Phatrasimanullang,5,04/10/2023 04:46:00,ramah dan konsisten
melisa hartanto,1,04/10/2023 04:20:00,"Mau beli makanan tapi semuanya dibuka white screen. Tolong dong diperbaiki, gimana mau beli makanan kalau gak bisa dilihat"
Eddy Prasetyo,4,04/10/2023 04:14:00,map tolong perbaiki kdg2 suka loncat
Morina Sebanyang,4,04/10/2023 03:24:00,cepat dan sopan
War Siti,5,04/10/2023 02:53:00,"pengemudi ramah dan sopan, cepat"
Cindy Claudia Meysintha,5,04/10/2023 02:50:00,"Tolinglah grab, kalau kita mau kasih ulasan ke toko, kenapa selalu tidak berhasil ter post ya...? Atau itu trick nya...?ðŸ¤”"
Ri Ridwan,1,04/10/2023 01:27:00,"Pesanan saya selalu di batalkann, padahall saya lagi terburu buru"
Angelia Khaterin,1,04/10/2023 01:02:00,"Promo kebanyakan ga guna. Gausah buat promo/voucher drpd ada tapi gabisa dipake SEMUANYA. S&K nya gaada jelasin bla bla bla, gw pikir bisa dipake. Pas dipasang, gabisa. Maunya apa?! Betul betul dikit kelen buat promo nya ini bah. Tarif nya pun ga ngotak. Kalo bukan karna gaada cash, ga bakalan pesen grab, mending indriver atau maxim."
Inanda Harianti,1,04/10/2023 00:57:00,"Pihak grab tolong dong kalo cariin driver itu yang dekat sama lokasi pengguna, masa jauh banget, udah nunggu lama tiba-tiba dicancel ga banget deh"
donny putrawansyah,4,04/09/2023 22:10:00,sdh bagus utk pelayanan dr setiap kurirnya..
suryanto sueb,1,04/09/2023 18:44:00,"Saya pengguna baru sangat kecewa dengan pelayanan yg sangat buruk, kebanyakan ga ada etitudenya ðŸ‘Ž"
Michael Louis,1,04/09/2023 16:33:00,"Aduh jangan download apk ini, saya memesan grabcar, trs driver nya suruh offline apk nya, saya takut dong takut di bunuh, saya lapor ke ig grab sama aja ga drivers nya aneh di tambah costumer service lelet, jangan download"
rudi ardiano,1,04/09/2023 14:25:00,"Ini antara alogaritma aplikasinya yg ""sengaja"" Bikin driver kesasar waktu pick up, atau banyak driver tidak bisa baca map.. Saya harus pesan berulang2 dan tarif dinaik2kan dari aplikasi."
Rosyida Qodriana,1,04/09/2023 13:55:00,"Grab makin kesini makin turun kualitas nya, padahal aku dulu sering pake apk ini sangat membantu dg cepat, tapi sekarang lamaa dan ribet"
Siswan Wanto,4,04/09/2023 12:41:00,nyaman tepat sampai tujuan
Rokhim Ma'ruf,5,04/09/2023 10:37:00,"cuma grab yg sudah ada di kota kecil aku padahal app yg lain blm ada,makasih grab sangat membantu klo lagi mudik karena rute blm ada angkot apalagi klo sore susah transportasi umum..."
Pengguna Google,1,04/09/2023 09:59:00,"sya ksh sgini krna sya sblmnya sneng dgn grab ini, tpi sya mesen grabfood jam 12 mlm knapa di anggap fiktif pdhl sya bnr"" memesan. sya tau bnyk pesan fiktif tpi yh seenggaknya tlng pstikan dlu, sblm mnilai. ini msukan bwt driver grab. jika emng di pstikannya lwt tlpn, klo org nya gk ada plsa sperti sya sblmnya, pesanan sya di anggap fiktif krna sya tdk menelpon, pdhl sya jujur tdk ada plsa sma skali mkanya tdk bisa mnelpon.. dan jga klo bisa yg nlpn pihak driver ."
Sisca Official,5,04/09/2023 09:41:00,dengan adanya grab sangat membatu disaat kami membutuhkan bantuan
Kanaliyah kan,5,04/09/2023 07:22:00,Pelayanan sangat memuaskan
wira arkhan,5,04/09/2023 06:49:00,Alhamdulillah driver nya baik dan ramah dan tepat waktu
love u,1,04/09/2023 06:41:00,"gajelas baru jg daftar akun nya udah di bekukan, pdhl sy blm prnh nge instal grab sblmnya."
Jeishi Dethan,5,04/09/2023 05:19:00,lbh baik grab drpd m...m. bayaran sesuai kenyamanan..kalo ma...m bayran murah yg car jd ngebut buru orderan. bxk tuh di sini
Kirei Sani Sanggita Putri,1,04/09/2023 02:25:00,"Heran deh. Untuk untuk mitra grab/gojek. Selain hanya cek identitas SIM aja. Ga ada test drive untuk pendaftaran para driver ya?. 85% driver grab gaco semua, asal gas. Ga tau lalu lintas, Yakali para customer hrs celaka Krn kenihilan pengetahuan lalu lintas, Klo gaco bisa naik motor, anak SD lbh jago dong. Berkali"" hrs dpt driver yg hampir ditabrak/nabrak pengemudi lain. Lampu sen kanan belok kiri, dah kacau."
Alfi Defront,4,04/09/2023 01:59:00,Tolong klo aplikasi blm di update yg sdh terinstall msih bisa di gunakan. Karena belum tentu ckup waktu untuk meupdate di tambah klo kuota sedikit. Pdhl versi yg di pke baru di update. Ada update sedikit gak bisa di pakai
_KY_ Thok,5,04/09/2023 01:58:00,harga murah kualitas tinggi
Azis Humay,5,04/09/2023 01:16:00,ya sangat baik dan hati2 dalam berkendara yaðŸ‘?ðŸ™?
Fatchu rahman,5,04/09/2023 00:30:00,nyaman di perjalanan
Khoirul Mufid,1,04/08/2023 18:24:00,Area jogja pembelian kisaran 100 meter sampai 500 meter ongkir 10.000 ribu Nyekik pelanggan njimm amjinnnnmm ðŸ¤¯ untung ya untung tp kira kira lah
Muhammad Rifki Romadlon Gus Rifki,5,04/08/2023 17:05:00,Sangat Membantu untuk bepergian
Sahat Simbolon,4,04/08/2023 15:17:00,"tersesat, krn peta di aplikasi tidak sesuai."
Heri Albantani,5,04/08/2023 14:57:00,sangat puas cepat respon y
Martha Amalia,5,04/08/2023 13:41:00,"drivernya ramah,mobilnya nyaman.ðŸ‘?ðŸ‘?"
Niko pranata,1,04/08/2023 12:53:00,Sayaa sudah pesan makan dan pengemudinya membatalkan pesanan disitu saldo saya tidak kembali
A wi,4,04/08/2023 12:22:00,Kenapa verifikasi photo selfi gak bisa padahal saya udah ikutin petunjuknya
Yudi Prabowo,5,04/08/2023 11:17:00,cepat mudah hemat biaya dan waktu
Handy Plast,1,04/08/2023 11:17:00,aplikasinya bagus cuman banyak driver kurang ajar dan tidak ada tanggapan atau sanksi dari grab. Pindah gojek aja kalo gini
Aulia s.w.,2,04/08/2023 10:46:00,Ini gimana kak susah banget verivikasi nya gabisa2 mau nganter pesanan jadi lama
Windhy Ginting.2,1,04/08/2023 10:39:00,Elokk aplikasi grab ni di padam sudahhhhh.. Macem haram ode grab nak mampusssss..dh tak ada driver nak keja di grab bagus bubarr sudah..susah sekarang grab..sangat teruk.
abdul rosyid,1,04/08/2023 10:24:00,"Terakhir pake aplikasi grab,, dpet nya driver2 yg jauh2 bikin males nunggu.. Bukannya efektif malah makin jauh dari efektif.. D batalin g tega sama drivernya.. Byee bye grab"
aisyah farah,1,04/08/2023 09:39:00,"Fitur apa apa an ya itu ""Grab Subscraption"" masa iya tiba2 saldo OVO sy tiba2 berkurang 24.000 bahkan tanpa saya setujui pembayaran tapi langsung berkurang saldo saya. Tolong banget ya pihak Grab untuk mengatasi masalah ini, mungkin bagi sebagian orang jumlah 24.000 sangat kecil namun bagi sy yang anak kuliah atau anak kos an 24.000 itu sangat berharga"
Agatha Lee,1,04/08/2023 07:08:00,Driver kenapa pada ngaret semua ya udah orderan masuk bukannya langsung berangkat malah nyantai dulu bikin orang terlambat
Frida Sahertian,5,04/08/2023 06:57:00,Disaat kita sibuk dan memerlukan sesuatu dgn cepat grabfood sangat membantu
Luji Asri,5,04/08/2023 06:54:00,pertama Kali ngegrab lumayan bagus Dan nyaman
Dian Endah,5,04/08/2023 05:51:00,"pengemudi baik, mobil nyaman"
Steven Niko,1,04/08/2023 05:42:00,"gila sih, promo grabfood jam 6-8 malem, saat jam 6 malem promony pindah jdi jam 2-6 sore, anak gw jdi kelaparan gegara nunggu ini dan akhirny tanpa hasil"
Senia Salon,1,04/08/2023 05:00:00,grab sangat jelek skrg.mau ngirim barang di persulit harus gini gitu.jamnya harus milih.klo udah pakai grab itu otomatis.pingin cepat2 sampai.kog malah suruh milih waktu.pokognya jelek
Ucu Syahrudin,1,04/08/2023 04:58:00,Pe'a aplikasinya mau pesan malahan suruh selfie ga praktis
Baiiue Ajie,1,04/08/2023 04:09:00,Payah skrang udah ga bisa masuk ke akun sendiri udah mulai kacau nih aplikasi grab
Farid Santoso,5,04/08/2023 03:55:00,"Proses pelayanan dan pengantarannya dgn selamat di tujuan,tks grab car."
edi Budiman,4,04/08/2023 03:49:00,perjalanan makin mudah
Rioroseselalusayang sayang,5,04/08/2023 03:12:00,aplikasi y sangat lah membantu
Benny Widyana,5,04/08/2023 03:11:00,penjemputan cepat dan service ok
im punk,1,04/08/2023 02:39:00,"Kekurangan gojek banyak .. Ambil driver terlalu jauh, biaya penanganan aplikasi mahal bgt .. Diskon kecil"
Agus Prasetyo,5,04/08/2023 02:23:00,pelayanannya cepat
Bagas Ganteng,1,04/08/2023 01:57:00,"Kalau mau pesan bagus lewat GOJEK saja. Di Grab, Warung Tutup, malah gak bisa cancel. Harus nelpon mereka keluar PULSA hanya untuk cancel. Sialan."
Marden Damanik,5,04/07/2023 23:49:00,"mempermudah kita ke mana, dan tetap sllu di jaga pelayanan ke penumpang dan ke DPN ya lebih baik lagi .."
Johny Similikiti,3,04/07/2023 21:23:00,"Kalau ganti perangkat ribet, harus verifkasi email juga. Harusnya cukup verifikasi phone saja sudah cukup."
Mona Dwiariyani,5,04/07/2023 19:44:00,cepat dan tanggap
Ahmad Bustomi,1,04/07/2023 19:15:00,Knpa jdi sudah banget sih masuk lewat FB parah bner bknnya d gampangin malah bikin emosi
aak aluk,5,04/07/2023 17:58:00,good grab nyaman dan aman
Amel Paul,5,04/07/2023 17:04:00,"grab sangat membantu dalam kebutuhan sehari"""
Nafisah Az Zahra,2,04/07/2023 15:31:00,"Tolong ya para drivernya dijaga privasi penumpang, jangan chat atau menyebar nmr hp sembarangan"
Devi Mardiyanti,1,04/07/2023 14:13:00,"Tolong bagi pihak grap di teliti lagi kalo restoran yg tutup jangan ada muncul lagi di aplikasi membuat konsumen ribet untuk membatalkan nya juga susah,"
Riefa Pesex,5,04/07/2023 14:04:00,sangat praktis dan nyaman
Nur Asiyah,5,04/07/2023 13:41:00,mas supirnya ramah tamah dan sopanðŸ¥°
Abay S.,5,04/07/2023 13:31:00,Semoga makin banyak lagi promonya
Mehmed Nadhif,2,04/07/2023 12:20:00,"Saat Pndaftaran akun, Katanyaa Potongan Dri Apliksinya 20% tp Ternyata Smpe 35 %.. Bayangkan Saja, Saya Dpt Orderan jarak 4,5 km. Harga 27.000 di potong 35% = 17.500...Saya dpt apa? Bensin mobil sya Saja Pertamax, sdh online seharian cuma dpt 1 orderan...tolonglah Tepati Potongan Sesusi yg di Tetapkan sejak prndaftaran..20%. Potongan 35% Sngat Mencekik kami Miind Agar Kekayaan Mu Tdk Memiskinkan Orang Lain ( pengguna Aplikasi )"
raffasya Riana Ardiansyah,2,04/07/2023 11:15:00,Tolong untuk map nya di perbaharui Saya nyari titik yg pas rumah saya ga ada Padahal d google sudah ada Di aplikasi sebelah pun pas saya coba ketik/masukan alamat saya ada jadi mudah ketika saya ingin menggunakan layanan
puspasari ratna,1,04/07/2023 11:07:00,"Perbaiki Pelayanan Grab Express... Karena beberapa driver yang tidak amanah dalam menjalankan pekerjaan jadi jelek nama Grab... 2X barang tidak sampai ke penerima, map tidak jalan, telp TDK diangkat... terutama saat moment mendekati hari raya"
Lilis Rr,2,04/07/2023 09:53:00,Kenapa pulang pergi tempat yang sama selisihnya banyak sekali
Sari Endah,5,04/07/2023 09:22:00,"sy baru 3x pakai jasa grab, thenks ya.. smg semakin mantab"
Aris Santana,5,04/07/2023 08:57:00,trimakasih pak mudah mudah lancar rezekinya
Fitria Kabakoran,3,04/07/2023 07:25:00,mau pesan makan tidak jadi lagi.. keterangannya selalu ups ada yg salah. pdhl sebelumnya aman aman sj. sdh diupdate tp sama sj
Suharto Wibowo,5,04/07/2023 07:07:00,Ayo hoi hoi orderan grab nya endi aku driver yg setia enggak pernah dapat orderan grab banyak kapan di kasih orderan grab yg banyak semangat jangan mau kalah ama gojek maju terus pantang mundur grab maju bersama grab aja sukses top markotop
Nia Kurniawati,5,04/07/2023 06:21:00,"senang,,, krn selalu ada promo"
Zahra Cantik,1,04/07/2023 04:38:00,Kk mohon di perbaikki ya soal nya saya sudah donload saya kan masuk saya daftar dulu tapi kok tulisan nya mohon maaf ngak bisa cuma bisa di Sumatra Barat jadi saya mohon ya kk lebih di perbaikki lagi tapi saya tidak akan menghapus nya saya mau apdet ya sudah ya kk mungkin itu saja yang bisa saya bilang Terima kasih ya kkðŸ˜Š
Wahyu Maryani,4,04/07/2023 02:06:00,armada tepat waktu bersih nyaman ok lah utk perjalanan selanjutnya trimksh buat driverðŸ™?ðŸ™?ðŸ™?
Eka Lidaipah,3,04/07/2023 01:55:00,"Knp ya saya punya kode verifikasi nya g muncul, trus saya uninstall, mau install lagi aplikasi nya g bisa2. Padahal saya lgi butuh2 pke grab ini.. coba d bantu admin grab yg bagus."
Dimas Fitra,1,04/07/2023 01:04:00,Saat mau launching ovo selalu gagal gmn coba itu?
Muhamad Faqih bin chanif,5,04/07/2023 00:53:00,"Mantap, tepat waktu"
Novelia Ramenda,5,04/07/2023 00:25:00,pelayanan grab mmg baik dan the best tp klo bisa sih jarak yg paling dekat itu biaya ongkosnya lebih murahin dikit lagi ya..di apapun itu..makasih
